Category,Type,Lot #,Shape,Carat,Color,Clarity,Cut,Pol.,Sym.,Depth %,Table %,Fluor.,Measurement,Lab,Certificate #,Rap. Price,Discount,Price/Ct,Total Price,Cert,Video,Cert,Video,,
Certified,.9-.99,S3730,PS,0.97,I,SI1,,G,G,67.6,59,NON,8.45 x 5.34 x 3.61,GIA,6194823859,"$3,600 ",-35.00%,"$2,340 ","$2,270 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6194823859,0,,
Certified,.9-.99,S3739,PS,0.92,I,SI1,,VG,G,68.1,52,NON,8.39 x 5.27 x 3.59,GIA,1196892603,"$3,600 ",-35.00%,"$2,340 ","$2,153 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1196892603,0,,
Certified,.9-.99,S3727,PS,0.91,J,SI1,,G,G,50.2,59,NON,9.55 x 5.31 x 2.66,GIA,6194823947,"$3,000 ",-28.50%,"$2,145 ","$1,952 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6194823947,0,,
Certified,.9-.99,S3604,PS,0.99,K,SI1,,G,G,56.1,60,NON,8.75 x 5.79 x 3.25,GIA,5181016523,"$2,500 ",-35.20%,"$1,620 ","$1,604 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5181016523,0,,
Certified,.7-.89,12346,PS,0.84,D,VVS2,,G,F,54.2,57,NON,8.97 x 5.57 x 3.02,GIA,2205906791,"$4,600 ",-44.70%,"$2,544 ","$2,137 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2205906791,https://up.diacam360.com/scan/cba2_377137,,
Certified,.7-.89,12310,PS,0.7,D,VS2,,EX,EX,62.2,63,NON,7.70 x 5.02 x 3.13,GIA,6207694372,"$4,200 ",-27.14%,"$3,060 ","$2,142 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6207694372,https://up.diacam360.com/scan/bca7_375774,,
Certified,.7-.89,12311,PS,0.71,D,VS2,,EX,VG,61.6,61,FNT,7.72 x 5.03 x 3.10,GIA,2201740314,"$4,200 ",-27.14%,"$3,060 ","$2,173 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2201740314,https://up.diacam360.com/scan/7adf_375767,,
Certified,.7-.89,12028,PS,0.71,H,VVS1,,EX,EX,63.3,60,NON,8.08 x 4.88 x 3.09,GIA,5336410830,"$3,700 ",-37.30%,"$2,320 ","$1,647 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5336410830,https://up.diacam360.com/scan/47d3_361999/video,,
Certified,.5-.69,11449,PS,0.56,D,VVS1,,EX,VG,59.4,60,NON,7.30 x 4.75 x 2.82,GIA,5192966924,"$3,500 ",-22.29%,"$2,720 ","$1,523 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5192966924,https://up.diacam360.com/scan/d24f_302722,,
Certified,.5-.69,11450,PS,0.57,E,IF,,EX,VG,59.4,61,NON,7.29 x 4.81 x 2.86,GIA,5201108619,"$3,500 ",-22.29%,"$2,720 ","$1,550 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5201108619,https://up.diacam360.com/scan/3fa2_302721,,
Certified,.5-.69,11180P,PS,0.52,E,VVS2,,EX,EX,60.3,62,FNT,7.05 x 4.57 x 2.76,GIA,6193910721,"$3,000 ",-16.80%,"$2,496 ","$1,298 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6193910721,https://up.diacam360.com/scan/d970_278875,,
Certified,.5-.69,11724,PS,0.69,E,VS1,,G,G,58.6,67,STG,6.83 x 5.28 x 3.09,GIA,2201388410,"$2,800 ",-11.43%,"$2,480 ","$1,711 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2201388410,http://up.diacam360.com/scan/3727_317868,,
Certified,.5-.69,12313,PS,0.51,F,VVS1,,EX,EX,60.4,62,NON,7.20 x 4.42 x 2.67,GIA,2346605818,"$2,900 ",-21.97%,"$2,263 ","$1,154 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2346605818,https://up.diacam360.com/scan/c6a3_375782,,
Certified,.5-.69,11179,PS,0.5,F,VVS2,,EX,VG,60.8,57,NON,7.10 x 4.46 x 2.71,GIA,5191910707,"$2,700 ",-13.33%,"$2,340 ","$1,170 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5191910707,https://up.diacam360.com/scan/a971_278873,,
Certified,.5-.69,12312,PS,0.5,F,VVS2,,EX,VG,62,60,NON,7.14 x 4.38 x 2.72,GIA,6203655325,"$2,700 ",-21.59%,"$2,117 ","$1,059 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6203655325,https://up.diacam360.com/scan/936a_375779,,
Certified,.5-.69,10620,PS,0.5,F,VS1,,VG,G,55,62,NON,6.98 x 4.70 x 2.58,GIA,2195018881,"$2,600 ",-29.73%,"$1,827 ",$914 ,CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2195018881,http://up.diacam360.com/scan/46ee_215123,,
Certified,.5-.69,12135,PS,0.65,F,I1,,G,F,56.6,61,NON,6.89 x 5.27 x 2.98,GIA,2205722047,"$1,500 ",-43.47%,$848 ,$551 ,CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2205722047,https://up.diacam360.com/scan/a23b_364400,,
Certified,.5-.69,S1125,PS,0.68,FC,,,,,0,0,,0.00 x 0.00 x 0.00,GIA,14863481,$0 ,,"$2,080 ","$1,414 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=14863481,0,,
Certified,5-5.99,8604,PR,5.25,L,VS1,,G,G,80.1,76,Faint,9.60 x 8.95 x 7.17,,,"$9,000 ",-33.50%,"$5,985 ","$31,421 ",,VIDEO,0,http://up.diacam360.com/scan/2ae9_91344,,
Certified,5-5.99,8872,PR,5.01,M,VS1,,VG,EX,67,80,NON,9.91 x 9.89 x 6.63,GIA,2155939818,"$7,500 ",-12.53%,"$6,560 ","$32,866 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2155939818,http://up.diacam360.com/scan/8bcc_91346,,
Certified,5-5.99,8873,PR,5.01,M,SI1,,EX,VG,66.3,78,FNT,9.91 x 9.87 x 6.55,GIA,2155939825,"$6,500 ",-11.69%,"$5,740 ","$28,757 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2155939825,http://up.diacam360.com/scan/80e9_48330,,
Certified,4-4.99,9902,PR,4.02,E,VS1,,VG,G,63.7,72,NON,9.25 x 9.03 x 5.75,GIA,2175545812,"$34,000 ",-39.34%,"$20,625 ","$82,913 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2175545812,http://up.diacam360.com/scan/7311_323724,,
Certified,4-4.99,9856,PR,4.29,J,SI1,,EX,VG,71.3,70,FNT,9.13 x 8.97 x 6.40,GIA,2175384664,"$10,500 ",-30.86%,"$7,260 ","$31,145 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2175384664,http://up.diacam360.com/scan/d4a7_91348,,
Certified,4-4.99,10481,PR,4.02,K,VS1,,VG,G,73.4,75,NON,8.86 x 8.59 x 6.30,GIA,2183623368,"$10,500 ",-35.05%,"$6,820 ","$27,416 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2183623368,http://up.diacam360.com/scan/adbe_131938,,
Certified,4-4.99,10108,PR,4.02,K,SI2,,VG,G,65.9,75,NON,9.31 x 8.80 x 5.80,GIA,5172470113,"$8,100 ",-35.56%,"$5,220 ","$20,984 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5172470113,http://up.diacam360.com/scan/d65f_91342,,
Certified,3-3.99,A1023,PR,3.02,D,SI1,,EX,VG,72.8,73,NON,7.73 x 7.62 x 5.55,GIA,1192063560,"$18,000 ",-41.42%,"$10,545 ","$31,846 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1192063560,https://up.diacam360.com/scan/ceb0_282917,,
Certified,3-3.99,A1007,PR,3.24,E,SI1,,VG,VG,70.8,78,NON,8.44 x 8.25 x 5.84,GIA,1152838660,"$16,500 ",-27.89%,"$11,898 ","$38,550 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1152838660,http://up.diacam360.com/scan/ef49_92115,,
Certified,3-3.99,11741,PR,3,G,VS2,,EX,EX,72.2,67,NON,7.79 x 7.73 x 5.58,GIA,7322014071,"$16,500 ",-44.36%,"$9,180 ","$27,540 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=7322014071,http://up.diacam360.com/scan/0087_321912,,
Certified,3-3.99,11123,PR,3.9,I,VS1,,VG,G,75,74,NON,8.72 x 8.34 x 6.26,GIA,2195707081,"$13,000 ",-32.15%,"$8,820 ","$34,398 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2195707081,https://up.diacam360.com/scan/df23_266494,,
Certified,3-3.99,9748,PR,3.06,I,VS1,,EX,EX,74.5,73,NON,7.91 x 7.85 x 5.85,GIA,1189715162,"$13,000 ",-34.31%,"$8,540 ","$26,132 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1189715162,http://up.diacam360.com/scan/d6fa_91256,,
Certified,3-3.99,9803,PR,3.08,I,VS1,,EX,VG,74.4,72,NON,7.87 x 7.84 x 5.83,GIA,1205554147,"$13,000 ",-39.69%,"$7,840 ","$24,147 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1205554147,http://up.diacam360.com/scan/cfe9_91258,,
Certified,3-3.99,A1024,PR,3.85,I,VS2,,VG,VG,70.7,73,NON,9.23 x 8.79 x 6.22,GIA,2195132233,"$11,500 ",-20.71%,"$9,119 ","$35,107 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2195132233,https://up.diacam360.com/scan/c2a8_282920,,
Certified,3-3.99,S3007,PR,3.74,I,SI2,,VG,VG,67.2,77,NON,8.87 x 8.75 x 5.88,GIA,6207889369,"$9,100 ",-16.81%,"$7,570 ","$28,312 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6207889369,0,,
Certified,3-3.99,11490,PR,3.18,J,VVS2,,VG,G,80.5,68,None,8.49 x 7.43 x 6.06,GIA,11874200,"$10,500 ",-49.71%,"$5,280 ","$16,790 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=11874200,,,
Certified,3-3.99,11844,PR,3,J,SI2,,EX,VG,73.2,71,FNT,7.89 x 7.82 x 5.72,GIA,6325859429,"$7,800 ",-36.92%,"$4,920 ","$14,760 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6325859429,0,,
Certified,3-3.99,9720,PR,3.16,K,VVS1,,EX,VG,74.3,72,NON,8.00 x 7.78 x 5.78,GIA,1189157746,"$8,800 ",-35.23%,"$5,700 ","$18,012 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1189157746,http://up.diacam360.com/scan/f8ac_91356,,
Certified,3-3.99,4061,PR,3.04,K,VS1,,VG,VG,70.5,78,None,8.19 x 8.00 x 5.64,,,"$7,900 ",-40.82%,"$4,675 ","$14,212 ",,VIDEO,0,http://up.diacam360.com/scan/5ec2_91357,,
Certified,2-2.99,A1070,PR,2.01,E,VS1,,EX,EX,70.4,68,NON,7.26 x 6.90 x 4.86,GIA,2205536352,"$15,000 ",-44.53%,"$8,320 ","$16,723 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2205536352,https://up.diacam360.com/scan/b616_361790/video,,
Certified,2-2.99,S3889,PR,2,E,VS1,,G,F,75.1,73,FNT,7.70 x 6.56 x 4.93,GIA,2205770916,"$15,000 ",-57.33%,"$6,400 ","$12,800 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2205770916,0,,
Certified,2-2.99,MP1026,PR,2.01,E,VS2,,VG,G,76.4,73,NON,7.83 x 6.44 x 4.92,GIA,2185916154,"$13,000 ",-49.38%,"$6,580 ","$13,226 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2185916154,https://up.diacam360.com/scan/ace3_370026,,
Certified,2-2.99,10556,PR,2.5,E,SI1,,EX,G,75.4,75,NON,7.66 x 7.36 x 5.55,GIA,2277649904,"$11,000 ",-30.18%,"$7,680 ","$19,200 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2277649904,http://up.diacam360.com/scan/8d35_202549,,
Certified,2-2.99,8629,PR,2.53,F,SI1,,EX,G,77.6,78,NON,7.39 x 7.27 x 5.64,GIA,2155764177,"$10,500 ",-27.71%,"$7,590 ","$19,203 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2155764177,http://up.diacam360.com/scan/ec6d_91363,,
Certified,2-2.99,7547,PR,2.63,FC,VS2,,VG,G,82.8,62,FNT,7.16 x 7.15 x 5.92,GIA,2205845062,$0 ,,"$2,210 ","$5,812 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2205845062,0,,
Certified,2-2.99,8644,PR,2.07,G,VVS2,,EX,VG,72.1,74,NON,7.17 x 6.87 x 4.96,GIA,2155592912,"$12,500 ",-35.20%,"$8,100 ","$16,767 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2155592912,http://up.diacam360.com/scan/67a9_91376,,
Certified,2-2.99,11161,PR,2,G,SI2,,VG,G,72.1,78,FNT,6.95 x 6.85 x 4.94,GIA,6194913589,"$8,000 ",-38.38%,"$4,930 ","$9,860 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6194913589,https://up.diacam360.com/scan/efc3_276621,,
Certified,2-2.99,12036,PR,2.01,G,SI2,,VG,VG,73.6,79,NON,7.13 x 6.87 x 5.05,GIA,6281802760,"$8,000 ",-43.69%,"$4,505 ","$9,055 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6281802760,https://up.diacam360.com/scan/e586_362131/video,,
Certified,2-2.99,M1004,PR,2.21,G,SI2,,VG,VG,68.6,74,FNT,7.41 x 7.23 x 4.97,GIA,2203662981,"$8,000 ",-42.63%,"$4,590 ","$10,144 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2203662981,0,,
Certified,2-2.99,10394,PR,2.25,I,SI2,,EX,VG,72.5,72,NON,7.05 x 7.05 x 5.11,GIA,1249594808,"$6,900 ",-35.65%,"$4,440 ","$9,990 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1249594808,http://up.diacam360.com/scan/6bf4_97591,,
Certified,2-2.99,11500,PR,2.51,I,I2,,VG,VG,77.8,75,FNT,7.52 x 7.17 x 5.58,GIA,2201068259,"$2,000 ",5.00%,"$2,100 ","$5,271 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2201068259,https://up.diacam360.com/scan/c5c2_306525,,
Certified,2-2.99,5112,PR,2.02,J,VVS2,,VG,VG,74.9,67,None,6.91 x 6.74 x 5.05,,US 50144206D,"$6,400 ",-35.31%,"$4,140 ","$8,363 ",,VIDEO,0,http://up.diacam360.com/scan/8ef1_91368,,
Certified,2-2.99,11489B,PR,2.04,J,SI2,,EX,G,68.1,72,,7.25 x 7.00 x 4.77,HRD,1.90E+11,"$5,700 ",-39.96%,"$3,422 ","$6,981 ",,VIDEO,0,https://up.diacam360.com/scan/e20b_303512,,
Certified,2-2.99,11621,PR,2.5,K,VS1,,VG,F,75,79,NON,7.42 x 7.25 x 5.44,GIA,5201330350,"$5,300 ",-29.02%,"$3,762 ","$9,405 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5201330350,0,,
Certified,2-2.99,4300,PR,2.01,K,VS1,,EX,VG,70.3,75,NON,7.19 x 6.90 x 4.85,GIA,15270979,"$5,300 ",-19.34%,"$4,275 ","$8,593 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=15270979,http://up.diacam360.com/scan/e1c5_91365,,
Certified,2-2.99,12100,PR,2.21,K,SI2,,EX,VG,72.6,71,NON,6.88 x 6.88 x 4.99,GIA,7338756748,"$4,800 ",-34.13%,"$3,162 ","$6,988 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=7338756748,https://up.diacam360.com/scan/76bb_362504,,
Certified,2-2.99,11489a,PR,2.04,K,I1,,EX,VG,67.9,71,NON,7.25 x 7.02 x 4.76,GIA,2191953454,"$2,900 ",-0.59%,"$2,883 ","$5,881 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2191953454,https://up.diacam360.com/scan/d848_303509,,
Certified,2-2.99,10004,PR,2.01,N,VS1,,EX,EX,68.1,72,NON,7.19 x 6.98 x 4.75,GIA,5223539376,"$3,900 ",-28.00%,"$2,808 ","$5,644 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5223539376,http://up.diacam360.com/scan/1cf1_91378,,
Certified,1.5-1.99,9109,PR,1.53,F,SI1,,VG,VG,73.3,72,NON,6.24 x 6.19 x 4.54,GIA,2161130076,"$7,800 ",-26.77%,"$5,712 ","$8,739 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2161130076,http://up.diacam360.com/scan/1edb_96302,,
Certified,1.5-1.99,12299,PR,1.67,F,SI2,,VG,VG,76.8,79,NON,6.62 x 6.32 x 4.85,GIA,2151077920,"$6,200 ",-34.08%,"$4,087 ","$6,825 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2151077920,https://up.diacam360.com/scan/d969_375161,,
Certified,1.5-1.99,9025,PR,1.51,F,SI2,,EX,EX,72.2,73,NON,6.35 x 6.30 x 4.55,GIA,5166985966,"$6,200 ",-24.35%,"$4,690 ","$7,082 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5166985966,http://up.diacam360.com/scan/6361_91259,,
Certified,1.5-1.99,9873,PR,1.5,F,SI2,,EX,VG,72.2,71,NON,6.22 x 6.20 x 4.48,GIA,6202858244,"$6,200 ",-31.92%,"$4,221 ","$6,332 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6202858244,http://up.diacam360.com/scan/05d1_91260,,
Certified,1.5-1.99,12157,PR,1.7,G,VS2,,VG,G,70.8,77,NON,6.85 x 6.68 x 4.73,GIA,6321067867,"$8,000 ",-37.65%,"$4,988 ","$8,480 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6321067867,https://up.diacam360.com/scan/af84_364702/video,,
Certified,1.5-1.99,9843,PR,1.81,G,VS2,,EX,VG,73.4,73,NON,6.82 x 6.59 x 4.84,GIA,5216787803,"$8,000 ",-14.00%,"$6,880 ","$12,453 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5216787803,http://up.diacam360.com/scan/6eb7_91508,,
Certified,1.5-1.99,9854,PR,1.51,G,VS2,,EX,VG,71.5,71,NON,6.25 x 6.14 x 4.39,GIA,2216034666,"$8,000 ",-25.83%,"$5,934 ","$8,960 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2216034666,http://up.diacam360.com/scan/fec4_91530,,
Certified,1.5-1.99,8269,PR,1.61,G,SI1,,EX,VG,72.3,71,NON,6.45 x 6.43 x 4.65,GIA,2146598295,"$7,400 ",-17.78%,"$6,084 ","$9,795 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2146598295,http://up.diacam360.com/scan/2df8_91511,,
Certified,1.5-1.99,10111,PR,1.9,G,SI2,,EX,EX,71.7,71,NON,6.89 x 6.77 x 4.85,GIA,6235350780,"$6,000 ",-13.33%,"$5,200 ","$9,880 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6235350780,http://up.diacam360.com/scan/4b8d_91527,,
Certified,1.5-1.99,8264,PR,1.51,G,SI2,,EX,VG,75.8,69,NON,6.22 x 6.06 x 4.59,GIA,2146505702,"$6,000 ",-18.75%,"$4,875 ","$7,361 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2146505702,http://up.diacam360.com/scan/80a8_91507,,
Certified,1.5-1.99,8253,PR,1.69,H,VVS2,,G,G,68.7,80,NON,7.13 x 6.79 x 4.67,GIA,2155262044,"$7,500 ",-15.76%,"$6,318 ","$10,677 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2155262044,http://up.diacam360.com/scan/3e16_91515,,
Certified,1.5-1.99,12001,PR,1.91,H,SI2,,EX,VG,73.2,75,NON,6.99 x 6.86 x 5.02,GIA,6332295922,"$5,700 ",-28.42%,"$4,080 ","$7,793 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6332295922,https://up.diacam360.com/scan/2f01_360067,,
Certified,1.5-1.99,12308,PR,1.57,I,VS2,,VG,G,64.2,71,NON,6.62 x 6.38 x 4.10,GIA,2205892065,"$5,900 ",-38.07%,"$3,654 ","$5,737 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2205892065,https://up.diacam360.com/scan/55f2_375813,,
Certified,1.5-1.99,1828,PR,1.5,K,SI1,,G,G,76.8,73,None,5.87 x 5.83 x 4.48,,,"$3,500 ",-24.94%,"$2,627 ","$3,941 ",,VIDEO,0,http://up.diacam360.com/scan/ea8d_91532,,
